ID,Skill,Genre,Experience,Difficulty Rating
3151,Beginner,Platformer,2 years,Easy
3152,Intermediate,Sports,5 years,Easy
3153,Beginner,Simulation,5 years,Easy
3154,Advanced,Simulation,1.5 years,Moderate
3155,Advanced,Platformer,6 months,Challenging
3156,Intermediate,FPS,1 year,Challenging
3157,Advanced,Sports,4 years,Easy
3158,Beginner,Simulation,1 year,Easy
3159,Beginner,Simulation,1.5 years,Difficult
3160,Advanced,Puzzle,1 year,Difficult
3161,Beginner,Sports,3 years,Moderate
3162,Intermediate,Strategy,1 year,Difficult
3163,Beginner,FPS,6 months,Easy
3164,Advanced,RPG,2 years,Challenging
3165,Intermediate,RPG,1 year,Challenging
3166,Intermediate,Simulation,4 years,Moderate
3167,Advanced,FPS,2.5 years,Moderate
3168,Beginner,Sports,2 years,Easy
3169,Intermediate,Racing,2.5 years,Difficult
3170,Beginner,Platformer,1 year,Difficult
3171,Intermediate,Adventure,5 years,Difficult
3172,Beginner,FPS,1.5 years,Challenging
3173,Intermediate,Puzzle,2 years,Easy
3174,Intermediate,Platformer,3 years,Easy
3175,Intermediate,FPS,2.5 years,Easy
3176,Intermediate,Adventure,3 years,Easy
3177,Beginner,Simulation,3 years,Easy
3178,Intermediate,Sports,4 years,Challenging
3179,Intermediate,Platformer,6 months,Difficult
3180,Advanced,RPG,3 years,Easy
3181,Intermediate,Puzzle,6 months,Moderate
3182,Beginner,Racing,6 months,Moderate
3183,Advanced,Adventure,1 year,Difficult
3184,Intermediate,Racing,5 years,Easy
3185,Beginner,RPG,2.5 years,Easy
3186,Advanced,Platformer,5 years,Moderate
3187,Intermediate,FPS,3 years,Challenging
3188,Intermediate,Simulation,1 year,Challenging
3189,Intermediate,Strategy,1.5 years,Easy
3190,Intermediate,Puzzle,4 years,Challenging
3191,Intermediate,Adventure,2.5 years,Moderate
3192,Beginner,Racing,3 years,Difficult
3193,Intermediate,Puzzle,6 months,Challenging
3194,Advanced,Racing,5 years,Difficult
3195,Advanced,Simulation,1 year,Moderate
3196,Intermediate,Strategy,1 year,Moderate
3197,Intermediate,Simulation,2 years,Challenging
3198,Advanced,Puzzle,6 months,Challenging
3199,Advanced,Adventure,6 months,Moderate
3200,Intermediate,Sports,3 years,Easy
3201,Advanced,Racing,3 years,Moderate
3202,Beginner,Racing,2 years,Moderate
3203,Beginner,Simulation,1 year,Challenging
3204,Intermediate,Platformer,4 years,Challenging
3205,Beginner,Sports,6 months,Challenging
3206,Beginner,Simulation,2 years,Challenging
3207,Intermediate,Strategy,2 years,Challenging
3208,Advanced,Racing,4 years,Difficult
3209,Advanced,Strategy,4 years,Moderate
3210,Advanced,RPG,2.5 years,Difficult
3211,Intermediate,Strategy,1.5 years,Easy
3212,Beginner,Racing,2.5 years,Moderate
3213,Beginner,Sports,1 year,Difficult
3214,Intermediate,Puzzle,5 years,Moderate
3215,Advanced,Racing,2.5 years,Difficult
3216,Advanced,FPS,2.5 years,Challenging
3217,Advanced,FPS,2 years,Easy
3218,Advanced,FPS,2.5 years,Challenging
3219,Intermediate,Simulation,2 years,Difficult
3220,Intermediate,Simulation,2.5 years,Easy
3221,Intermediate,Platformer,2 years,Difficult
3222,Intermediate,Sports,5 years,Challenging
3223,Beginner,Puzzle,1.5 years,Easy
3224,Intermediate,Adventure,1 year,Easy
3225,Intermediate,Strategy,3 years,Difficult
3226,Beginner,FPS,4 years,Difficult
3227,Advanced,Sports,4 years,Moderate
3228,Beginner,Puzzle,1 year,Moderate
3229,Beginner,Adventure,3 years,Easy
3230,Advanced,FPS,2.5 years,Moderate
3231,Beginner,Adventure,6 months,Challenging
3232,Intermediate,Adventure,5 years,Difficult
3233,Beginner,FPS,2.5 years,Easy
3234,Advanced,RPG,1.5 years,Difficult
3235,Beginner,FPS,3 years,Moderate
3236,Beginner,Racing,1 year,Challenging
3237,Intermediate,Puzzle,1 year,Difficult
3238,Beginner,Sports,3 years,Easy
3239,Intermediate,Strategy,1 year,Moderate
3240,Beginner,Racing,2.5 years,Challenging
3241,Intermediate,Simulation,4 years,Easy
3242,Advanced,FPS,1 year,Easy
3243,Beginner,FPS,3 years,Challenging
3244,Intermediate,FPS,2.5 years,Easy
3245,Beginner,Sports,2 years,Challenging
3246,Intermediate,Racing,1 year,Moderate
3247,Intermediate,Puzzle,5 years,Difficult
3248,Beginner,FPS,5 years,Difficult
3249,Advanced,FPS,2 years,Moderate
3250,Intermediate,Strategy,2 years,Easy
3251,Intermediate,Strategy,2.5 years,Challenging
3252,Intermediate,Simulation,2 years,Difficult
3253,Advanced,Puzzle,2.5 years,Difficult
3254,Intermediate,Simulation,5 years,Challenging
3255,Beginner,Sports,6 months,Challenging
3256,Beginner,Simulation,2.5 years,Challenging
3257,Intermediate,Adventure,4 years,Difficult
3258,Intermediate,Puzzle,3 years,Easy
3259,Intermediate,Puzzle,1 year,Challenging
3260,Beginner,Simulation,6 months,Challenging
3261,Beginner,Strategy,5 years,Challenging
3262,Advanced,Puzzle,5 years,Difficult
3263,Advanced,Simulation,1.5 years,Challenging
3264,Intermediate,FPS,4 years,Moderate
3265,Advanced,RPG,3 years,Challenging
3266,Beginner,FPS,5 years,Easy
3267,Advanced,RPG,2.5 years,Difficult
3268,Beginner,Racing,1 year,Moderate
3269,Advanced,Platformer,3 years,Moderate
3270,Intermediate,FPS,3 years,Easy
3271,Advanced,FPS,2.5 years,Easy
3272,Beginner,Strategy,2 years,Challenging
3273,Intermediate,Simulation,3 years,Moderate
3274,Intermediate,RPG,4 years,Challenging
3275,Advanced,RPG,6 months,Challenging
3276,Intermediate,Adventure,2 years,Moderate
3277,Advanced,Simulation,5 years,Challenging
3278,Advanced,FPS,6 months,Challenging
3279,Beginner,Simulation,1 year,Difficult
3280,Beginner,Puzzle,3 years,Easy
3281,Advanced,FPS,1.5 years,Difficult
3282,Beginner,Racing,4 years,Challenging
3283,Intermediate,RPG,1 year,Difficult
3284,Beginner,Adventure,5 years,Easy
3285,Advanced,Simulation,1 year,Challenging
3286,Intermediate,FPS,2 years,Challenging
3287,Beginner,Strategy,6 months,Challenging
3288,Intermediate,Puzzle,1 year,Moderate
3289,Advanced,Racing,1.5 years,Easy
3290,Beginner,Puzzle,2.5 years,Easy
3291,Beginner,Puzzle,4 years,Moderate
3292,Beginner,Sports,1.5 years,Difficult
3293,Beginner,Strategy,4 years,Challenging
3294,Advanced,Sports,4 years,Moderate
3295,Advanced,Strategy,5 years,Challenging
3296,Intermediate,Racing,1.5 years,Challenging
3297,Intermediate,RPG,4 years,Challenging
3298,Intermediate,Puzzle,1 year,Challenging
3299,Advanced,Puzzle,2 years,Easy
3300,Advanced,RPG,1 year,Easy
3301,Intermediate,RPG,2.5 years,Easy
3302,Intermediate,Adventure,1 year,Challenging
3303,Advanced,Sports,1.5 years,Challenging
3304,Intermediate,Adventure,4 years,Easy
3305,Advanced,Strategy,2 years,Moderate
3306,Intermediate,Strategy,1.5 years,Moderate
3307,Intermediate,Strategy,2.5 years,Moderate
3308,Intermediate,Adventure,5 years,Easy
3309,Beginner,Adventure,3 years,Challenging
3310,Beginner,Sports,6 months,Challenging
3311,Advanced,Puzzle,1 year,Challenging
3312,Beginner,Simulation,3 years,Difficult
3313,Intermediate,Platformer,2.5 years,Easy
3314,Advanced,RPG,6 months,Easy
3315,Intermediate,Platformer,5 years,Moderate
3316,Beginner,Strategy,1 year,Easy
3317,Advanced,Adventure,2.5 years,Easy
3318,Advanced,Strategy,1.5 years,Challenging
3319,Advanced,Puzzle,3 years,Difficult
3320,Advanced,Puzzle,6 months,Challenging
3321,Advanced,Platformer,2.5 years,Difficult
3322,Intermediate,Adventure,4 years,Moderate
3323,Advanced,RPG,5 years,Challenging
3324,Beginner,Strategy,3 years,Easy
3325,Beginner,FPS,1 year,Moderate
3326,Beginner,Sports,2 years,Easy
3327,Intermediate,Racing,1 year,Easy
3328,Intermediate,Racing,4 years,Challenging
3329,Advanced,Strategy,4 years,Challenging
3330,Intermediate,FPS,3 years,Difficult
3331,Advanced,Strategy,5 years,Difficult
3332,Intermediate,Strategy,5 years,Moderate
3333,Advanced,Racing,1.5 years,Moderate
3334,Intermediate,Adventure,6 months,Challenging
3335,Advanced,Simulation,2 years,Moderate
3336,Intermediate,Platformer,3 years,Moderate
3337,Advanced,Puzzle,3 years,Challenging
3338,Intermediate,Platformer,2.5 years,Easy
3339,Intermediate,Strategy,5 years,Easy
3340,Beginner,Racing,2.5 years,Difficult
3341,Advanced,FPS,1.5 years,Easy
3342,Beginner,Racing,1.5 years,Easy
3343,Intermediate,Puzzle,2 years,Moderate
3344,Intermediate,Adventure,2.5 years,Easy
3345,Beginner,Simulation,3 years,Moderate
3346,Intermediate,Adventure,1 year,Challenging
3347,Advanced,Platformer,6 months,Difficult
3348,Advanced,RPG,1 year,Difficult
3349,Beginner,Strategy,1.5 years,Easy
3350,Intermediate,Strategy,4 years,Moderate
3351,Intermediate,Puzzle,2 years,Easy
3352,Advanced,Simulation,6 months,Difficult
3353,Intermediate,FPS,6 months,Easy
3354,Beginner,RPG,1 year,Difficult
3355,Intermediate,Racing,3 years,Easy
3356,Intermediate,FPS,5 years,Difficult
3357,Intermediate,Simulation,3 years,Easy
3358,Intermediate,Platformer,5 years,Moderate
3359,Advanced,Racing,5 years,Moderate
3360,Advanced,Simulation,2.5 years,Moderate
3361,Beginner,Simulation,1.5 years,Challenging
3362,Intermediate,Puzzle,3 years,Moderate
3363,Intermediate,Puzzle,2 years,Challenging
3364,Intermediate,Simulation,5 years,Easy
3365,Advanced,FPS,2 years,Difficult
3366,Advanced,Platformer,5 years,Difficult
3367,Beginner,Strategy,1.5 years,Easy
3368,Intermediate,Simulation,3 years,Easy
3369,Intermediate,Puzzle,5 years,Easy
3370,Advanced,Platformer,4 years,Challenging
3371,Intermediate,Strategy,3 years,Difficult
3372,Beginner,Puzzle,4 years,Easy
3373,Beginner,Puzzle,3 years,Difficult
3374,Advanced,Puzzle,2.5 years,Easy
3375,Intermediate,Puzzle,1.5 years,Difficult
3376,Advanced,Strategy,5 years,Moderate
3377,Intermediate,Racing,5 years,Challenging
3378,Beginner,Simulation,6 months,Easy
3379,Advanced,FPS,2.5 years,Easy
3380,Advanced,RPG,5 years,Challenging
3381,Beginner,Sports,4 years,Easy
3382,Intermediate,Adventure,1.5 years,Easy
3383,Advanced,Platformer,1.5 years,Moderate
3384,Beginner,Sports,5 years,Moderate
3385,Beginner,Strategy,6 months,Easy
3386,Intermediate,FPS,3 years,Difficult
3387,Advanced,FPS,2.5 years,Difficult
3388,Advanced,Simulation,1.5 years,Easy
3389,Beginner,Puzzle,4 years,Moderate
3390,Intermediate,FPS,1 year,Moderate
3391,Beginner,Simulation,2.5 years,Moderate
3392,Intermediate,Platformer,1.5 years,Challenging
3393,Intermediate,FPS,1 year,Challenging
3394,Intermediate,Platformer,1 year,Easy
3395,Intermediate,Platformer,4 years,Easy
3396,Beginner,Strategy,2 years,Difficult
3397,Advanced,Simulation,1.5 years,Difficult
3398,Intermediate,FPS,6 months,Easy
3399,Beginner,Sports,2.5 years,Difficult
3400,Beginner,Puzzle,5 years,Easy
3401,Advanced,Racing,6 months,Challenging
3402,Advanced,Puzzle,2.5 years,Difficult
3403,Advanced,FPS,2.5 years,Difficult
3404,Advanced,Adventure,2.5 years,Challenging
3405,Advanced,FPS,1 year,Moderate
3406,Advanced,Sports,5 years,Moderate
3407,Advanced,Strategy,2.5 years,Challenging
3408,Advanced,Simulation,6 months,Easy
3409,Advanced,FPS,2 years,Easy
3410,Advanced,Platformer,3 years,Moderate
3411,Intermediate,Puzzle,5 years,Easy
3412,Advanced,Adventure,1 year,Moderate
3413,Beginner,FPS,2 years,Challenging
3414,Beginner,Simulation,3 years,Difficult
3415,Advanced,Puzzle,1.5 years,Challenging
3416,Beginner,Platformer,6 months,Easy
3417,Advanced,Sports,2 years,Easy
3418,Intermediate,Adventure,1 year,Easy
3419,Beginner,Adventure,1 year,Challenging
3420,Intermediate,Strategy,1 year,Easy
3421,Intermediate,Racing,3 years,Challenging
3422,Intermediate,Adventure,3 years,Moderate
3423,Intermediate,RPG,3 years,Moderate
3424,Intermediate,Simulation,1.5 years,Easy
3425,Beginner,Sports,6 months,Easy
3426,Beginner,RPG,2 years,Difficult
3427,Intermediate,Racing,2.5 years,Easy
3428,Advanced,FPS,1 year,Challenging
3429,Intermediate,Sports,6 months,Moderate
3430,Intermediate,Platformer,2.5 years,Moderate
3431,Intermediate,Puzzle,4 years,Difficult
3432,Intermediate,Racing,5 years,Difficult
3433,Beginner,Racing,1 year,Moderate
3434,Intermediate,Puzzle,1 year,Difficult
3435,Advanced,Platformer,1 year,Moderate
3436,Intermediate,Sports,5 years,Challenging
3437,Beginner,Sports,5 years,Moderate
3438,Advanced,Platformer,1.5 years,Easy
3439,Advanced,Sports,1.5 years,Challenging
3440,Intermediate,Puzzle,4 years,Easy
3441,Intermediate,Strategy,5 years,Easy
3442,Advanced,Platformer,2 years,Moderate
3443,Intermediate,Adventure,3 years,Difficult
3444,Intermediate,RPG,3 years,Difficult
3445,Intermediate,Puzzle,6 months,Moderate
3446,Intermediate,Puzzle,2.5 years,Difficult
3447,Beginner,RPG,1.5 years,Difficult
3448,Beginner,RPG,1 year,Challenging
3449,Beginner,Simulation,5 years,Difficult
3450,Beginner,Adventure,4 years,Challenging
3451,Advanced,Strategy,1.5 years,Easy
3452,Beginner,FPS,1.5 years,Easy
3453,Advanced,RPG,2 years,Moderate
3454,Beginner,FPS,5 years,Moderate
3455,Advanced,Puzzle,2 years,Easy
3456,Beginner,Racing,1 year,Challenging
3457,Advanced,Adventure,5 years,Easy
3458,Intermediate,Racing,4 years,Difficult
3459,Intermediate,Puzzle,3 years,Difficult
3460,Intermediate,Sports,3 years,Easy
3461,Intermediate,Platformer,1.5 years,Challenging
3462,Advanced,FPS,6 months,Challenging
3463,Beginner,Adventure,6 months,Easy
3464,Beginner,FPS,4 years,Challenging
3465,Advanced,RPG,3 years,Challenging
3466,Beginner,Puzzle,4 years,Moderate
3467,Advanced,Adventure,3 years,Moderate
3468,Advanced,Simulation,6 months,Easy
3469,Intermediate,Platformer,1 year,Challenging
3470,Advanced,FPS,1 year,Challenging
3471,Beginner,FPS,3 years,Moderate
3472,Advanced,Adventure,2 years,Easy
3473,Intermediate,FPS,4 years,Challenging
3474,Advanced,Platformer,3 years,Moderate
3475,Beginner,Platformer,2 years,Difficult
3476,Advanced,Sports,6 months,Difficult
3477,Beginner,Platformer,4 years,Easy
3478,Beginner,Platformer,3 years,Challenging
3479,Advanced,Puzzle,2 years,Difficult
3480,Beginner,RPG,1 year,Easy
3481,Advanced,Simulation,5 years,Difficult
3482,Intermediate,Puzzle,2.5 years,Moderate
3483,Intermediate,Simulation,2.5 years,Easy
3484,Intermediate,Puzzle,5 years,Moderate
3485,Advanced,Racing,1 year,Challenging
3486,Advanced,Strategy,6 months,Challenging
3487,Beginner,Strategy,5 years,Challenging
3488,Advanced,Puzzle,4 years,Challenging
3489,Intermediate,Strategy,3 years,Moderate
3490,Intermediate,Simulation,2.5 years,Difficult
3491,Intermediate,FPS,1 year,Difficult
3492,Advanced,Adventure,2.5 years,Moderate
3493,Beginner,Platformer,4 years,Difficult
3494,Advanced,RPG,2.5 years,Moderate
3495,Advanced,Sports,2 years,Difficult
3496,Intermediate,Simulation,4 years,Easy
3497,Intermediate,Racing,2.5 years,Difficult
3498,Advanced,Simulation,2 years,Challenging
3499,Advanced,Strategy,1.5 years,Moderate
3500,Beginner,FPS,2.5 years,Moderate
3501,Advanced,FPS,2 years,Easy
3502,Beginner,Sports,2.5 years,Easy
3503,Advanced,Simulation,1 year,Easy
3504,Advanced,Adventure,2.5 years,Difficult
3505,Intermediate,RPG,1 year,Moderate
3506,Beginner,Adventure,1.5 years,Easy
3507,Intermediate,RPG,2.5 years,Difficult
3508,Beginner,RPG,5 years,Easy
3509,Intermediate,RPG,2.5 years,Difficult
3510,Intermediate,FPS,3 years,Easy
3511,Advanced,Platformer,4 years,Challenging
3512,Beginner,Puzzle,6 months,Challenging
3513,Intermediate,Simulation,2 years,Easy
3514,Intermediate,Adventure,3 years,Challenging
3515,Beginner,Strategy,2.5 years,Easy
3516,Intermediate,Puzzle,4 years,Moderate
3517,Advanced,Racing,2 years,Moderate
3518,Advanced,Strategy,2.5 years,Difficult
3519,Advanced,Puzzle,3 years,Moderate
3520,Intermediate,Strategy,4 years,Challenging
3521,Intermediate,RPG,2 years,Challenging
3522,Intermediate,Simulation,6 months,Moderate
3523,Advanced,Strategy,5 years,Moderate
3524,Intermediate,Platformer,3 years,Challenging
3525,Advanced,FPS,5 years,Easy
3526,Advanced,Simulation,2 years,Challenging
3527,Beginner,FPS,4 years,Difficult
3528,Intermediate,Simulation,1.5 years,Moderate
3529,Beginner,Racing,1.5 years,Difficult
3530,Advanced,Simulation,1 year,Moderate
3531,Intermediate,Strategy,1 year,Easy
3532,Intermediate,Puzzle,2.5 years,Difficult
3533,Advanced,Simulation,4 years,Challenging
3534,Intermediate,Puzzle,5 years,Challenging
3535,Advanced,Puzzle,5 years,Difficult
3536,Advanced,Adventure,2.5 years,Challenging
3537,Intermediate,RPG,5 years,Difficult
3538,Advanced,Simulation,1 year,Difficult
3539,Advanced,Simulation,3 years,Challenging
3540,Advanced,Racing,5 years,Easy
3541,Intermediate,RPG,1.5 years,Difficult
3542,Intermediate,RPG,2 years,Moderate
3543,Advanced,Sports,6 months,Easy
3544,Intermediate,Platformer,6 months,Moderate
3545,Advanced,Racing,2.5 years,Easy
3546,Advanced,Racing,2.5 years,Difficult
3547,Intermediate,Adventure,2.5 years,Challenging
3548,Advanced,RPG,2 years,Difficult
3549,Beginner,Racing,1.5 years,Moderate
3550,Advanced,Racing,2 years,Challenging
3551,Advanced,Sports,2 years,Easy
3552,Beginner,Simulation,4 years,Challenging
3553,Beginner,Platformer,2 years,Easy
3554,Beginner,Sports,4 years,Easy
3555,Beginner,Puzzle,1 year,Challenging
3556,Intermediate,Puzzle,3 years,Moderate
3557,Beginner,Adventure,1 year,Challenging
3558,Beginner,Simulation,5 years,Easy
3559,Beginner,Racing,4 years,Challenging
3560,Intermediate,Racing,6 months,Moderate
3561,Intermediate,RPG,4 years,Easy
3562,Beginner,Platformer,6 months,Moderate
3563,Advanced,Simulation,5 years,Moderate
3564,Advanced,Puzzle,1.5 years,Easy
3565,Advanced,Adventure,6 months,Challenging
3566,Intermediate,Puzzle,4 years,Difficult
3567,Advanced,Simulation,3 years,Moderate
3568,Advanced,Strategy,6 months,Moderate
3569,Advanced,Sports,1 year,Difficult
3570,Intermediate,Sports,1.5 years,Challenging
3571,Advanced,FPS,6 months,Moderate
3572,Beginner,Puzzle,1 year,Challenging
3573,Intermediate,Strategy,5 years,Easy
3574,Intermediate,Racing,3 years,Easy
3575,Advanced,Adventure,2.5 years,Easy
3576,Advanced,Racing,5 years,Easy
3577,Intermediate,Platformer,3 years,Moderate
3578,Intermediate,Sports,1 year,Challenging
3579,Advanced,RPG,4 years,Challenging
3580,Intermediate,Strategy,2.5 years,Challenging
3581,Intermediate,Simulation,1 year,Difficult
3582,Beginner,Simulation,5 years,Difficult
3583,Beginner,FPS,1.5 years,Easy
3584,Beginner,Strategy,2.5 years,Difficult
3585,Beginner,Racing,5 years,Challenging
3586,Intermediate,Adventure,4 years,Challenging
3587,Beginner,Strategy,1.5 years,Moderate
3588,Beginner,Platformer,5 years,Difficult
3589,Intermediate,Racing,3 years,Challenging
3590,Intermediate,Puzzle,4 years,Challenging
3591,Beginner,Adventure,4 years,Easy
3592,Advanced,FPS,1 year,Difficult
3593,Advanced,Platformer,2.5 years,Moderate
3594,Advanced,Sports,2.5 years,Difficult
3595,Beginner,Racing,1 year,Difficult
3596,Beginner,RPG,3 years,Difficult
3597,Beginner,Platformer,1.5 years,Difficult
3598,Advanced,FPS,4 years,Moderate
3599,Beginner,FPS,5 years,Easy
3600,Beginner,Platformer,3 years,Moderate
3601,Intermediate,Sports,2 years,Challenging
3602,Advanced,Sports,2 years,Challenging
3603,Advanced,RPG,5 years,Challenging
3604,Beginner,Puzzle,2 years,Easy
3605,Beginner,Puzzle,3 years,Difficult
3606,Intermediate,RPG,6 months,Moderate
3607,Advanced,Platformer,5 years,Easy
3608,Intermediate,Platformer,1 year,Moderate
3609,Beginner,Strategy,3 years,Easy
3610,Intermediate,Racing,6 months,Challenging
3611,Advanced,Adventure,2 years,Challenging
3612,Intermediate,Platformer,1 year,Moderate
3613,Beginner,Racing,3 years,Easy
3614,Advanced,FPS,1 year,Easy
3615,Advanced,Adventure,1.5 years,Difficult
3616,Advanced,RPG,2 years,Easy
3617,Intermediate,Puzzle,4 years,Challenging
3618,Advanced,RPG,2.5 years,Moderate
3619,Beginner,RPG,1.5 years,Challenging
3620,Beginner,Racing,6 months,Challenging
3621,Intermediate,Platformer,6 months,Difficult
3622,Intermediate,Platformer,1.5 years,Difficult
3623,Beginner,Platformer,5 years,Challenging
3624,Advanced,Platformer,5 years,Moderate
3625,Beginner,Platformer,3 years,Challenging
3626,Intermediate,Simulation,4 years,Easy
3627,Intermediate,RPG,2 years,Easy
3628,Intermediate,Sports,1.5 years,Easy
3629,Intermediate,Racing,5 years,Difficult
3630,Advanced,Simulation,2.5 years,Challenging
